date,time,day,hour,is_holiday,is_weekend,segment_1,segment_2,segment_3,segment_4,segment_5,segment_6,segment_7,segment_8,segment_9,segment_10
08/01/26,21:51:21,Thursday,21,0,0,1,3,1,1,1,1,1,1,1,1
08/01/26,22:06:33,Thursday,22,0,0,1,3,1,1,1,1,1,1,1,1
08/01/26,22:21:44,Thursday,22,0,0,1,3,1,1,1,1,1,1,1,1
08/01/26,22:36:57,Thursday,22,0,0,1,3,1,1,1,1,1,1,1,1
08/01/26,22:52:09,Thursday,22,0,0,1,3,1,1,1,1,1,1,1,1
08/01/26,23:07:22,Thursday,23,0,0,1,3,1,1,1,1,1,1,1,1
08/01/26,23:22:33,Thursday,23,0,0,1,3,1,1,1,1,1,1,1,1
08/01/26,23:37:46,Thursday,23,0,0,1,3,1,1,1,1,1,1,1,1
08/01/26,23:52:57,Thursday,23,0,0,1,3,1,1,1,1,1,1,1,1
09/01/26,00:08:09,Friday,0,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,00:23:22,Friday,0,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,00:38:36,Friday,0,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,00:53:47,Friday,0,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,01:09:01,Friday,1,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,01:24:12,Friday,1,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,01:39:25,Friday,1,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,01:54:37,Friday,1,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,02:09:48,Friday,2,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,02:24:59,Friday,2,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,02:40:12,Friday,2,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,02:55:24,Friday,2,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,03:10:35,Friday,3,0,1,1,3,1,1,1,1,1,4,1,1
09/01/26,03:25:46,Friday,3,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,03:40:59,Friday,3,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,03:56:11,Friday,3,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,04:11:23,Friday,4,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,04:26:34,Friday,4,0,1,1,3,1,1,1,1,1,4,1,1
09/01/26,04:41:47,Friday,4,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,04:56:58,Friday,4,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,05:12:10,Friday,5,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,05:27:21,Friday,5,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,05:42:34,Friday,5,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,05:57:45,Friday,5,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,06:12:57,Friday,6,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,06:28:08,Friday,6,0,1,1,3,1,1,1,1,1,4,1,1
09/01/26,06:43:21,Friday,6,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,06:58:32,Friday,6,0,1,1,3,1,1,1,1,1,4,1,1
09/01/26,07:13:44,Friday,7,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,07:28:55,Friday,7,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,07:44:08,Friday,7,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,07:59:20,Friday,7,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,08:14:31,Friday,8,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,08:29:42,Friday,8,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,08:44:56,Friday,8,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,09:00:07,Friday,9,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,09:15:18,Friday,9,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,09:30:29,Friday,9,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,09:45:42,Friday,9,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,10:00:54,Friday,10,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,10:16:05,Friday,10,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,10:31:17,Friday,10,0,1,1,3,1,1,1,1,1,4,1,1
09/01/26,10:46:30,Friday,10,0,1,1,3,1,1,1,1,1,4,1,1
09/01/26,11:01:43,Friday,11,0,1,1,3,1,1,1,1,1,4,1,1
09/01/26,11:16:55,Friday,11,0,1,1,3,1,1,1,1,1,4,1,1
09/01/26,11:32:07,Friday,11,0,1,1,3,1,1,1,1,1,4,1,1
09/01/26,11:47:20,Friday,11,0,1,1,3,1,1,1,1,1,4,1,1
09/01/26,12:02:32,Friday,12,0,1,1,3,1,1,1,1,1,4,1,1
09/01/26,12:17:43,Friday,12,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,12:32:55,Friday,12,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,12:48:08,Friday,12,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,13:03:19,Friday,13,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,13:18:31,Friday,13,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,13:33:42,Friday,13,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,13:48:56,Friday,13,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,14:04:07,Friday,14,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,14:19:18,Friday,14,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,14:34:30,Friday,14,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,14:49:43,Friday,14,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,15:04:55,Friday,15,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,15:20:06,Friday,15,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,15:35:18,Friday,15,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,15:50:31,Friday,15,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,16:05:42,Friday,16,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,16:20:53,Friday,16,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,16:36:04,Friday,16,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,16:51:17,Friday,16,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,17:06:29,Friday,17,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,17:21:40,Friday,17,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,17:36:51,Friday,17,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,17:52:04,Friday,17,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,18:07:15,Friday,18,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,18:22:27,Friday,18,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,18:37:38,Friday,18,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,18:52:51,Friday,18,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,19:08:03,Friday,19,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,19:23:14,Friday,19,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,19:38:26,Friday,19,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,19:53:39,Friday,19,0,1,1,3,1,1,1,1,1,4,1,1
09/01/26,20:08:50,Friday,20,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,20:24:02,Friday,20,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,20:39:13,Friday,20,0,1,1,3,1,1,1,1,1,4,1,1
09/01/26,20:54:26,Friday,20,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,21:09:37,Friday,21,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,21:24:48,Friday,21,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,21:40:00,Friday,21,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,21:55:13,Friday,21,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,22:10:25,Friday,22,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,22:25:36,Friday,22,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,22:40:48,Friday,22,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,22:56:01,Friday,22,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,23:11:13,Friday,23,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,23:26:24,Friday,23,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,23:41:35,Friday,23,0,1,1,3,1,1,1,1,1,1,1,1
09/01/26,23:56:49,Friday,23,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,00:12:00,Saturday,0,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,00:27:12,Saturday,0,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,00:42:23,Saturday,0,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,00:57:36,Saturday,0,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,01:12:47,Saturday,1,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,01:27:58,Saturday,1,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,01:43:10,Saturday,1,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,01:58:23,Saturday,1,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,02:13:34,Saturday,2,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,02:28:45,Saturday,2,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,02:43:56,Saturday,2,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,02:59:09,Saturday,2,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,03:14:20,Saturday,3,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,03:29:32,Saturday,3,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,03:44:43,Saturday,3,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,03:59:56,Saturday,3,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,04:15:08,Saturday,4,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,04:30:19,Saturday,4,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,04:45:30,Saturday,4,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,05:00:43,Saturday,5,0,1,1,3,1,1,1,1,1,4,1,1
10/01/26,05:15:54,Saturday,5,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,05:31:06,Saturday,5,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,05:46:17,Saturday,5,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,06:01:30,Saturday,6,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,06:16:41,Saturday,6,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,06:31:52,Saturday,6,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,06:47:04,Saturday,6,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,07:02:17,Saturday,7,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,07:17:28,Saturday,7,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,07:32:39,Saturday,7,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,07:47:51,Saturday,7,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,08:03:04,Saturday,8,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,08:18:15,Saturday,8,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,08:33:27,Saturday,8,0,1,1,3,1,1,1,1,1,4,1,1
10/01/26,08:48:38,Saturday,8,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,09:03:52,Saturday,9,0,1,1,3,1,1,1,1,1,4,1,1
10/01/26,09:19:03,Saturday,9,0,1,1,3,1,1,1,1,1,4,1,1
10/01/26,09:34:14,Saturday,9,0,1,1,3,1,1,1,1,1,4,1,1
10/01/26,09:49:26,Saturday,9,0,1,1,3,1,1,1,1,1,4,1,1
10/01/26,10:04:37,Saturday,10,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,10:19:48,Saturday,10,0,1,1,3,1,1,1,1,1,4,1,1
10/01/26,10:34:59,Saturday,10,0,1,1,3,1,1,1,1,1,4,1,1
10/01/26,10:50:11,Saturday,10,0,1,1,3,1,1,1,1,1,4,1,1
10/01/26,11:05:22,Saturday,11,0,1,1,3,1,1,1,1,1,4,1,1
10/01/26,11:20:33,Saturday,11,0,1,1,3,1,1,1,1,1,4,1,1
10/01/26,11:35:45,Saturday,11,0,1,1,3,1,1,1,1,1,4,1,1
10/01/26,11:50:56,Saturday,11,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,12:06:08,Saturday,12,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,12:21:19,Saturday,12,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,12:36:30,Saturday,12,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,12:51:41,Saturday,12,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,13:06:53,Saturday,13,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,13:22:04,Saturday,13,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,13:37:17,Saturday,13,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,13:52:29,Saturday,13,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,14:07:40,Saturday,14,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,14:22:52,Saturday,14,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,14:38:03,Saturday,14,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,14:53:15,Saturday,14,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,15:08:26,Saturday,15,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,15:23:38,Saturday,15,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,15:38:49,Saturday,15,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,15:54:01,Saturday,15,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,16:09:12,Saturday,16,0,1,1,1,1,1,1,1,1,1,1,1
10/01/26,16:24:23,Saturday,16,0,1,1,1,1,1,1,1,1,1,1,1
10/01/26,16:39:35,Saturday,16,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,16:54:46,Saturday,16,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,17:09:58,Saturday,17,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,17:25:09,Saturday,17,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,17:40:20,Saturday,17,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,17:55:31,Saturday,17,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,18:10:42,Saturday,18,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,18:25:54,Saturday,18,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,18:41:05,Saturday,18,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,18:56:16,Saturday,18,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,19:11:28,Saturday,19,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,19:26:39,Saturday,19,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,19:41:51,Saturday,19,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,19:57:02,Saturday,19,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,20:12:14,Saturday,20,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,20:27:25,Saturday,20,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,20:42:37,Saturday,20,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,20:57:49,Saturday,20,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,21:13:00,Saturday,21,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,21:28:12,Saturday,21,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,21:43:23,Saturday,21,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,21:58:35,Saturday,21,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,22:13:48,Saturday,22,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,22:28:59,Saturday,22,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,22:44:11,Saturday,22,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,22:59:22,Saturday,22,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,23:14:35,Saturday,23,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,23:29:46,Saturday,23,0,1,1,3,1,1,1,1,1,1,1,1
10/01/26,23:44:57,Saturday,23,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,00:00:08,Sunday,0,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,00:15:21,Sunday,0,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,00:30:32,Sunday,0,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,00:45:44,Sunday,0,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,01:00:55,Sunday,1,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,01:16:08,Sunday,1,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,01:31:19,Sunday,1,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,01:46:32,Sunday,1,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,02:01:44,Sunday,2,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,02:16:57,Sunday,2,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,02:32:09,Sunday,2,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,02:47:20,Sunday,2,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,03:02:31,Sunday,3,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,03:17:44,Sunday,3,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,03:32:56,Sunday,3,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,03:48:07,Sunday,3,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,04:03:18,Sunday,4,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,04:18:31,Sunday,4,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,04:33:42,Sunday,4,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,04:48:53,Sunday,4,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,05:04:05,Sunday,5,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,05:19:18,Sunday,5,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,05:34:29,Sunday,5,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,05:49:40,Sunday,5,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,06:04:52,Sunday,6,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,06:20:04,Sunday,6,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,06:35:15,Sunday,6,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,06:50:27,Sunday,6,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,07:05:38,Sunday,7,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,07:20:51,Sunday,7,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,07:36:02,Sunday,7,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,07:51:13,Sunday,7,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,08:06:25,Sunday,8,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,08:21:37,Sunday,8,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,08:36:49,Sunday,8,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,08:52:00,Sunday,8,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,09:07:12,Sunday,9,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,09:22:24,Sunday,9,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,09:37:36,Sunday,9,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,09:52:47,Sunday,9,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,10:07:59,Sunday,10,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,10:23:12,Sunday,10,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,10:38:23,Sunday,10,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,10:53:34,Sunday,10,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,11:08:45,Sunday,11,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,11:23:58,Sunday,11,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,11:39:10,Sunday,11,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,11:54:21,Sunday,11,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,12:09:32,Sunday,12,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,12:24:45,Sunday,12,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,12:39:57,Sunday,12,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,12:55:08,Sunday,12,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,13:10:20,Sunday,13,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,13:25:33,Sunday,13,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,13:40:44,Sunday,13,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,13:55:55,Sunday,13,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,14:11:07,Sunday,14,0,1,1,3,1,1,1,1,1,4,1,1
11/01/26,14:26:20,Sunday,14,0,1,1,3,1,1,1,1,1,4,1,1
11/01/26,14:41:31,Sunday,14,0,1,1,3,1,1,1,1,1,4,1,1
11/01/26,14:56:43,Sunday,14,0,1,1,3,1,1,1,1,1,4,1,1
11/01/26,15:11:55,Sunday,15,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,15:27:08,Sunday,15,0,1,1,3,1,1,1,1,1,4,1,1
11/01/26,15:42:19,Sunday,15,0,1,1,3,1,1,1,1,1,4,1,1
11/01/26,15:57:30,Sunday,15,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,16:12:42,Sunday,16,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,16:27:55,Sunday,16,0,1,1,3,1,1,1,1,1,4,1,1
11/01/26,16:43:07,Sunday,16,0,1,1,3,1,1,1,1,1,4,1,1
11/01/26,16:58:18,Sunday,16,0,1,1,3,1,1,1,1,1,4,1,1
11/01/26,17:13:30,Sunday,17,0,1,1,3,1,1,1,1,1,4,1,1
11/01/26,17:28:43,Sunday,17,0,1,1,3,1,1,1,1,1,4,1,1
11/01/26,17:43:55,Sunday,17,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,17:59:06,Sunday,17,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,18:14:18,Sunday,18,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,18:29:31,Sunday,18,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,18:44:42,Sunday,18,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,18:59:54,Sunday,18,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,19:15:05,Sunday,19,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,19:30:18,Sunday,19,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,19:45:30,Sunday,19,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,20:00:43,Sunday,20,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,20:15:54,Sunday,20,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,20:31:07,Sunday,20,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,20:46:19,Sunday,20,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,21:01:31,Sunday,21,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,21:16:42,Sunday,21,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,21:31:56,Sunday,21,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,21:47:07,Sunday,21,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,22:02:19,Sunday,22,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,22:17:30,Sunday,22,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,22:32:43,Sunday,22,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,22:47:54,Sunday,22,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,23:03:06,Sunday,23,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,23:18:17,Sunday,23,0,1,1,3,1,1,1,1,1,1,1,1
11/01/26,23:33:31,Sunday,23,0,1,1,3,1,1,1,1,1,1,1,1
